Prj,P_Tag,Lat,Long
POR_BEAV_015_B__S00207,C1116A-9464,45.49025319,-122.8147158
POR_BEAV_015_B__S00207,C1116A-17839,45.48933355,-122.814716
POR_BEAV_015_B__S00207,C1116C-1779,45.48124649,-122.817267
POR_BEAV_015_B__S00207,C1116C-874,45.48262338,-122.8172511
POR_BEAV_015_B__S00207,C1109C-97,45.49459637,-122.8198996
POR_BEAV_015_B__S00207,C1116A-9466,45.48907195,-122.8147222
POR_BEAV_015_B__S00207,C1109C-9963,45.49445755,-122.8195863
POR_BEAV_015_B__S00207,C1116A-42,45.49072524,-122.8147228
POR_BEAV_015_B__S00207,C1116A-17309,45.48811701,-122.8147096
POR_BEAV_015_B__S00207,C1116B-2778,45.4852025,-122.8171935
POR_BEAV_015_B__S00207,C1116A-11911,45.48873392,-122.8147204
POR_BEAV_015_B__S00207,C1109D-49,45.49238761,-122.8146193
POR_BEAV_015_B__S00207,C1116C-2900,45.47958372,-122.8172951
POR_BEAV_015_B__S00207,C1116A-10058,45.48788074,-122.8147163
POR_BEAV_015_B__S00207,C1116C-3571,45.48014778,-122.8172925
POR_BEAV_015_B__S00207,C1116B-2780,45.48619758,-122.8171651
POR_BEAV_015_B__S00207,C1116A-210,45.48754348,-122.8146596
POR_BEAV_015_B__S00207,C1109C-9962,45.49384445,-122.8184407
POR_BEAV_015_B__S00207,C1109C-7902,45.49302692,-122.8163829
POR_BEAV_015_B__S00207,C1116C-1778,45.48187286,-122.817265
POR_BEAV_015_B__S00207,C1116C-2134,45.48063174,-122.8172841
POR_BEAV_015_B__S00207,C1116A-9465,45.48974819,-122.8147087
POR_BEAV_015_B__S00207,C1116B-6074,45.48718925,-122.8171222
POR_BEAV_015_B__S00207,C1116C-873,45.48220788,-122.8172542
POR_BEAV_015_B__S00207,C1109D-10020,45.49222881,-122.8141876
POR_BEAV_015_B__S00207,C1116B-2424,45.48733687,-122.8160489
POR_BEAV_015_B__S00207,C1116B-1660,45.48420005,-122.8172081
POR_BEAV_015_B__S00207,C1116B-2779,45.4857053,-122.8171513
POR_BEAV_015_B__S00207,C1116B-74,45.48390452,-122.8255493
POR_BEAV_015_B__S00207,C1116B-6582,45.48665491,-122.817163
POR_BEAV_017__S00144,C1109D-4161,45.49172219,-122.810628
POR_BEAV_017__S00144,C1109D-4002,45.49296323,-122.8105097
POR_BEAV_017__S00144,C1116A-9527,45.48939373,-122.8106551
POR_BEAV_017__S00144,C1109A-10,45.50370133,-122.8120536
POR_BEAV_017__S00144,C1104C-24,45.5053188,-122.816273
POR_BEAV_017__S00144,C1116A-9525,45.49046238,-122.8106375
POR_BEAV_017__S00144,C1109A-2513,45.50512964,-122.8153978
POR_BEAV_017__S00144,C1104C-3015,45.50638744,-122.8175359
POR_BEAV_017__S00144,C1109D-3692,45.49143642,-122.8106293
POR_BEAV_017__S00144,C1109A-4,45.50424757,-122.8140029
POR_BEAV_017__S00144,C1104C-2514,45.50556921,-122.816228
POR_BEAV_017__S00144,C1109D-4004,45.49335222,-122.8103911
POR_BEAV_017__S00144,C1104C-2516,45.50674719,-122.8179817
POR_BEAV_017__S00144,C1109D-4160,45.49107384,-122.8106321
POR_BEAV_017__S00144,C1109A-4211,45.50476624,-122.8145683
POR_BEAV_017__S00144,C1109A-4109,45.50432722,-122.8136111
POR_BEAV_017__S00144,C1109A-4849,45.50385611,-122.8124539
POR_BEAV_017__S00144,C1109D-4001,45.49311739,-122.8107513
POR_BEAV_017__S00144,C1109A-4072,45.50406779,-122.8130141
POR_BEAV_017__S00144,C1104C-15369,45.50576389,-122.8165812
POR_BEAV_017__S00144,C1116A-9528,45.48913842,-122.810673
POR_BEAV_017__S00144,C1104C-125,45.50632312,-122.817874
POR_BEAV_017__S00144,C1116A-9526,45.49002086,-122.8106473
POR_BEAV_017__S00144,C1104C-2515,45.50625784,-122.8173391
POR_BEAV_017__S00144,C1104C-25,45.50659896,-122.8182138
POR_BEAV_017__S00144,C1104C-2517,45.50719013,-122.8185025
POR_BEAV_017__S00144,C1109D-9735,45.49228632,-122.8108975
POR_BEAV_017__S00144,C1109A-2511,45.50446141,-122.8139253
POR_BEAV_017__S00144,C1109D-1010,45.49238385,-122.8105964
POR_BEAV_017__S00144,C1109A-2512,45.50497277,-122.8150331
POR_BEAV_017__S00144,C1104C-7820,45.50536115,-122.816352
POR_BEAV_035__S00218,C1226D-1001,45.45406161,-122.8883752
POR_BEAV_035__S00218,C1226A-1004,45.45754129,-122.8883699
POR_BEAV_035__S00218,C1226D-3213,45.454622,-122.8883811
POR_BEAV_035__S00218,C1226A-1002,45.45504578,-122.8883671
POR_BEAV_035__S00218,C1226A-3,45.45574012,-122.888372
POR_BEAV_035__S00218,C1226A-34,45.45674471,-122.8883893
POR_BEAV_035__S00218,C1226A-1003,45.45623041,-122.88839
POR_BEAV_035__S00218,C1226A-32,45.45780149,-122.8882721
POR_BEAV_035__S00218,C1226D-2,45.45356649,-122.8883803
POR_BHN_003_A__S00149,A2133D-5,45.60870918,-122.689526
POR_BHN_003_A__S00149,A2133C-44,45.61198207,-122.7008995
POR_BHN_003_A__S00149,A2133D-6,45.60894647,-122.6902962
POR_BHN_003_A__S00149,A2133C-14,45.61038957,-122.6950199
POR_BHN_003_A__S00149,A2133C-15,45.61057032,-122.6956332
POR_BHN_003_A__S00149,A2133D-34,45.60810717,-122.6876189
POR_BHN_003_A__S00149,A2133D-2874,45.60620769,-122.6825642
POR_BHN_003_A__S00149,A2133D-2156,45.60746405,-122.6856077
POR_BHN_003_A__S00149,A2133C-21,45.6118966,-122.6999727
POR_BHN_003_A__S00149,A2133D-128,45.60731683,-122.6852116
POR_BHN_003_A__S00149,A2133C-18,45.61114807,-122.6975399
POR_BHN_003_A__S00149,A2133C-42,45.61273894,-122.702367
POR_BHN_003_A__S00149,A2133C-24,45.61290729,-122.7021909
POR_BHN_003_A__S00149,A2133C-17,45.6109531,-122.6968994
POR_BHN_003_A__S00149,A2133C-46,45.61322884,-122.7027473
POR_BHN_003_A__S00149,A2133D-10,45.60945082,-122.691896
POR_BHN_003_A__S00149,A2133D-3004,45.60615258,-122.6830384
POR_BHN_003_A__S00149,A2133C-20,45.61161477,-122.6990972
POR_BHN_003_A__S00149,A2133D-35,45.60924507,-122.6912296
POR_BHN_003_A__S00149,A2133D-2730,45.60779659,-122.686611
POR_BHN_003_A__S00149,A2133D-276,45.60670914,-122.6837429
POR_BHN_003_A__S00149,A2133C-43,45.61238598,-122.7017192
POR_BHN_003_A__S00149,A2133C-22,45.61218565,-122.7007261
POR_BHN_003_A__S00149,A2133C-23,45.61259743,-122.7015626
POR_BHN_003_A__S00149,A2133D-608,45.606469,-122.683227
POR_BHN_003_A__S00149,A2133D-9,45.60911484,-122.6908456
POR_BHN_003_A__S00149,A2133C-11,45.60972488,-122.6928358
POR_BHN_003_A__S00149,A2133D-4,45.60848572,-122.6888221
POR_BHN_003_A__S00149,A2133C-12,45.60993084,-122.6935166
POR_BHN_003_A__S00149,A2133C-19,45.61135312,-122.6982482
POR_BHN_003_A__S00149,A2133D-2155,45.60719714,-122.6848301
POR_BHN_003_A__S00149,A2133D-2154,45.60696436,-122.6842795
POR_BHN_003_A__S00149,A2133C-16,45.61074774,-122.6962316
POR_BHN_003_A__S00149,A2133C-9,45.61334302,-122.7030182
POR_BHN_003_A__S00149,A2133D-3,45.6082701,-122.6881518
POR_BHN_003_A__S00149,A2133C-13,45.61018395,-122.694355
POR_BHN_003_B__S00100,A1105B-20,45.6001564,-122.7195646
POR_BHN_003_B__S00100,A2132D-49,45.60731664,-122.7113773
POR_BHN_003_B__S00100,A2132D-3387,45.6067887,-122.7120497
POR_BHN_003_B__S00100,A1105B-31,45.60421576,-122.715117
POR_BHN_003_B__S00100,A2132D-3399,45.61285649,-122.7044302
POR_BHN_003_B__S00100,A1105B-33,45.60501797,-122.7141477
POR_BHN_003_B__S00100,A2132D-2788,45.6133003,-122.7041451
POR_BHN_003_B__S00100,A1105B-9,45.60287579,-122.7167349
POR_BHN_003_B__S00100,A1105B-813,45.60089295,-122.7186641
POR_BHN_003_B__S00100,A2132D-3388,45.60722713,-122.7115282
POR_BHN_003_B__S00100,A1105B-6,45.60162785,-122.7182655
POR_BHN_003_B__S00100,A1105B-8,45.60251347,-122.7171577
POR_BHN_003_B__S00100,A2132D-3393,45.60984854,-122.7082189
POR_BHN_003_B__S00100,A2132D-3396,45.61163814,-122.7060168
POR_BHN_003_B__S00100,A2132D-3394,45.61047982,-122.7074313
POR_BHN_003_B__S00100,A1105B-34,45.60545442,-122.7136151
POR_BHN_003_B__S00100,A2132D-3398,45.61222312,-122.7052908
POR_BHN_003_B__S00100,A1105B-5,45.60128052,-122.718681
POR_BHN_003_B__S00100,A1105B-12,45.60322269,-122.7163307
POR_BHN_003_B__S00100,A2132D-3397,45.61237475,-122.7048365
POR_BHN_003_B__S00100,A1105B-32,45.60464696,-122.7145924
POR_BHN_003_B__S00100,A2132D-46,45.61060694,-122.7072974
POR_BHN_003_B__S00100,A1105B-19,45.59962647,-122.7202111
POR_BHN_003_B__S00100,A1105B-1,45.60368237,-122.7157657
POR_BHN_003_B__S00100,A2132D-3673,45.61350126,-122.7040582
POR_BHN_003_B__S00100,A2132D-3389,45.60767552,-122.7109899
POR_BHN_003_B__S00100,A1105B-7,45.6020203,-122.7177247
POR_BHN_003_B__S00100,A1105B-18,45.59920063,-122.7207286
POR_BHN_003_B__S00100,A2132D-3672,45.61322027,-122.7042015
POR_BHN_003_B__S00100,A2132D-3395,45.61100569,-122.706795
POR_BHN_003_B__S00100,A2132D-3386,45.60637694,-122.7125451
POR_BHN_003_B__S00100,A2132D-3385,45.60594522,-122.7130744
POR_BHS_005_A__S00112,D2129D-3457,45.36701676,-122.7081424
POR_BHS_005_A__S00112,D2133A-3297,45.36066527,-122.6901161
POR_BHS_005_A__S00112,D2128C-3308,45.362786,-122.6927027
POR_BHS_005_A__S00112,D2129D-3245,45.36694446,-122.7069317
POR_BHS_005_A__S00112,D2129D-3456,45.36693925,-122.7074915
POR_BHS_005_A__S00112,D2128C-3304,45.36368793,-122.6955219
POR_BHS_005_A__S00112,D2128C-3306,45.36310581,-122.6944093
POR_BHS_005_A__S00112,D2133A-3299,45.3593989,-122.6891231
POR_BHS_005_A__S00112,D2128D-3163,45.36136495,-122.6907034
POR_BHS_005_A__S00112,D2129D-3247,45.36694686,-122.7049912
POR_BHS_005_A__S00112,D2129D-13,45.36693918,-122.7079928
POR_BHS_005_A__S00112,D2128D-3771,45.36216399,-122.6916768
POR_BHS_005_A__S00112,D2133A-6834,45.35905439,-122.6889232
POR_BHS_005_A__S00112,D2128C-6984,45.3655445,-122.6985585
POR_BHS_005_A__S00112,D2128C-17,45.36524589,-122.6978682
POR_BHS_005_A__S00112,D2129D-3458,45.36627761,-122.7086298
POR_BHS_005_A__S00112,D2128C-3307,45.36305932,-122.6935116
POR_BHS_005_A__S00112,D2128C-6973,45.36685459,-122.7021053
POR_BHS_005_A__S00112,D2128C-3229,45.36474183,-122.6968511
POR_BHS_005_A__S00112,D2128C-8,45.3664088,-122.7007822
POR_BHS_005_A__S00112,D2129D-4033,45.36694916,-122.7041193
POR_BHS_005_A__S00112,D2128C-3303,45.36374429,-122.6951188
POR_BHS_005_A__S00112,D2128D-3778,45.3608539,-122.6902784
POR_BHS_005_A__S00112,D2129D-20,45.36690058,-122.7030516
POR_BHS_005_A__S00112,D2128C-6698,45.36654202,-122.7012376
POR_BHS_005_A__S00112,D2128C-3474,45.36597332,-122.6996118
POR_BHS_005_A__S00112,D2129D-3246,45.3669535,-122.7058028
POR_BHS_005_A__S00112,D2128C-6981,45.36631461,-122.7005043
POR_BHS_005_A__S00112,D2133A-3298,45.36008322,-122.6896737
POR_BHS_005_A__S00112,D2133A-3300,45.35838324,-122.6883338
POR_BHS_005_A__S00112,D2128C-3305,45.36334365,-122.6943523
POR_BHS_012_A__S00084,C1208A-2812,45.50345611,-122.9533576
POR_BHS_012_A__S00084,C1210B-70,45.49965448,-122.9247035
POR_BHS_012_A__S00084,C1209A-2833,45.50093404,-122.9371401
POR_BHS_012_A__S00084,C1209B-2826,45.50153007,-122.9425039
POR_BHS_012_A__S00084,C1209A-187,45.50020488,-122.9300111
POR_BHS_012_A__S00084,C1209B-2822,45.50184567,-122.9456239
POR_BHS_012_A__S00084,C1210B-5685,45.49950255,-122.9231147
POR_BHS_012_A__S00084,C1209B-2823,45.50177021,-122.9448674
POR_BHS_012_A__S00084,C1209A-190,45.50044993,-122.932026
POR_BHS_012_A__S00084,C1210B-57,45.50068502,-122.9229362
POR_BHS_012_A__S00084,C1208A-1840,45.50413754,-122.9550437
POR_BHS_012_A__S00084,C1208A-2807,45.50471817,-122.9564609
POR_BHS_012_A__S00084,C1210B-5681,45.49998871,-122.9276481
POR_BHS_012_A__S00084,C1210B-1217,45.49979802,-122.9260559
POR_BHS_012_A__S00084,C1210B-5682,45.49990593,-122.9268302
POR_BHS_012_A__S00084,C1208A-2814,45.50289925,-122.9519533
POR_BHS_012_A__S00084,C1209A-2168,45.50071481,-122.9345701
POR_BHS_012_A__S00084,C1209B-2819,45.50211555,-122.9482204
POR_BHS_012_A__S00084,C1210B-59,45.50151513,-122.922873
POR_BHS_012_A__S00084,C1210B-5680,45.5000632,-122.928409
POR_BHS_012_A__S00084,C1208A-2815,45.50266467,-122.9512488
POR_BHS_012_A__S00084,C1209B-2820,45.50202971,-122.9473648
POR_BHS_012_A__S00084,C1209B-2827,45.50147337,-122.9419445
